NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
REGULATION OF NEUTROPHIL APOPTOTIC PROCESS%GOBP%GO:0033029	4		Rejected!	
NEGATIVE REGULATION OF CELL-MATRIX ADHESION%GOBP%GO:0001953	32	27		
NEURAL NUCLEUS DEVELOPMENT%GOBP%GO:0048857	48	37		
REGULATION OF T CELL ANTIGEN PROCESSING AND PRESENTATION%GOBP%GO:0002625	1		Rejected!	
NEGATIVE REGULATION OF NEUROBLAST PROLIFERATION%GOBP%GO:0007406	2		Rejected!	
NEUTROPHIL ACTIVATION%GOBP%GO:0042119	25	16		
CELLULAR KETONE METABOLIC PROCESS%GOBP%GO:0042180	69	44		
POSITIVE REGULATION OF CYCLIN-DEPENDENT PROTEIN KINASE ACTIVITY%GOBP%GO:1904031	21	17		
NEUROEPITHELIAL CELL DIFFERENTIATION%GOBP%GO:0060563	10		Rejected!	
REGULATION OF MICROGLIAL CELL MIGRATION%GOBP%GO:1904139	7		Rejected!	
LYSYL-TRNA AMINOACYLATION%GOBP%GO:0006430	1		Rejected!	
EPITHELIAL CELL-CELL ADHESION%GOBP%GO:0090136	12		Rejected!	
MEMBRANE PROTEIN PROTEOLYSIS%GOBP%GO:0033619	34	29		
NEGATIVE REGULATION OF RESPONSE TO NUTRIENT LEVELS%GOBP%GO:0032108	8		Rejected!	
TAURINE BIOSYNTHETIC PROCESS%GOBP%GO:0042412	1		Rejected!	
REGULATION OF MACROPHAGE DERIVED FOAM CELL DIFFERENTIATION%GOBP%GO:0010743	31	17		
NEGATIVE REGULATION OF RHO GUANYL-NUCLEOTIDE EXCHANGE FACTOR ACTIVITY%GOBP%GO:2001107	1		Rejected!	
MITOTIC CYTOKINETIC PROCESS%GOBP%GO:1902410	20	20		
TRNA-GUANINE TRANSGLYCOSYLATION%GOBP%GO:0101030	3		Rejected!	
DEVELOPMENTAL PROCESS INVOLVED IN REPRODUCTION%GOBP%GO:0003006	461		Rejected!	
PLASMA MEMBRANE LACTATE TRANSPORT%GOBP%GO:0035879	2		Rejected!	
SOMITE DEVELOPMENT%GOBP%GO:0061053	24		Rejected!	
NEGATIVE REGULATION OF PHOSPHATIDYLINOSITOL-3,4,5-TRISPHOSPHATE 5-PHOSPHATASE ACTIVITY%GOBP%GO:2001145	1		Rejected!	
TETRAPYRROLE BIOSYNTHETIC PROCESS%GOBP%GO:0033014	22	21		
POSITIVE REGULATION OF BILE ACID SECRETION%GOBP%GO:0120189	1		Rejected!	
POSITIVE REGULATION OF SYNAPTIC VESICLE EXOCYTOSIS%GOBP%GO:2000302	3		Rejected!	
REGULATION OF MITOCHONDRIAL FUSION%GOBP%GO:0010635	12		Rejected!	
TELOMERE CAPPING%GOBP%GO:0016233	17	17		
MITOTIC CYTOKINESIS CHECKPOINT SIGNALING%GOBP%GO:0044878	4		Rejected!	
VACUOLE FUSION, NON-AUTOPHAGIC%GOBP%GO:0042144	1		Rejected!	
REGULATION OF PLASMA MEMBRANE BOUNDED CELL PROJECTION ASSEMBLY%GOBP%GO:0120032	187	160		
MITOCHONDRIAL ELECTRON TRANSPORT, CYTOCHROME C TO OXYGEN%GOBP%GO:0006123	19	17		
POSITIVE REGULATION OF TRANSLATIONAL TERMINATION%GOBP%GO:0045905	1		Rejected!	
ANIMAL ORGAN MORPHOGENESIS%GOBP%GO:0009887	530		Rejected!	
PROTEIN K11-LINKED UBIQUITINATION%GOBP%GO:0070979	30	28		
POSITIVE REGULATION OF RELEASE OF SEQUESTERED CALCIUM ION INTO CYTOSOL%GOBP%GO:0051281	34	22		
NEGATIVE REGULATION OF PROTEIN LOCALIZATION TO MEMBRANE%GOBP%GO:1905476	30	24		
POSITIVE REGULATION OF TRANSPORT%GOBP%GO:0051050	700		Rejected!	
MIDBRAIN DOPAMINERGIC NEURON DIFFERENTIATION%GOBP%GO:1904948	12		Rejected!	
INTRACELLULAR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0030522	97	80		
HEPATOCYTE DIFFERENTIATION%GOBP%GO:0070365	6		Rejected!	
RESPONSE TO CAMPTOTHECIN%GOBP%GO:1901563	3		Rejected!	
BIOTIN TRANSPORT%GOBP%GO:0015878	3		Rejected!	
METAPHASE/ANAPHASE TRANSITION OF CELL CYCLE%GOBP%GO:0044784	6		Rejected!	
REGULATION OF BLOOD VOLUME BY RENAL ALDOSTERONE%GOBP%GO:0002017	1		Rejected!	
PYRAMIDAL NEURON DIFFERENTIATION%GOBP%GO:0021859	5		Rejected!	
POSITIVE REGULATION OF DNA DAMAGE RESPONSE, SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR RESULTING IN TRANSCRIPTION OF P21 CLASS MEDIATOR%GOBP%GO:1902164	4		Rejected!	
TRNA TRANSCRIPTION BY RNA POLYMERASE III%GOBP%GO:0042797	7		Rejected!	
CENTROSOME CYCLE%GOBP%GO:0007098	81	78		
NEGATIVE REGULATION OF MACROPHAGE DERIVED FOAM CELL DIFFERENTIATION%GOBP%GO:0010745	13		Rejected!	
ESTABLISHMENT OF LOCALIZATION%GOBP%GO:0051234	3079		Rejected!	
PRENYLCYSTEINE CATABOLIC PROCESS%GOBP%GO:0030328	1		Rejected!	
NEGATIVE REGULATION OF INTERLEUKIN-2-MEDIATED SIGNALING PATHWAY%GOBP%GO:1902206	1		Rejected!	
ETHER CATABOLIC PROCESS%GOBP%GO:1901502	2		Rejected!	
REGULATION OF DIACYLGLYCEROL KINASE ACTIVITY%GOBP%GO:1905687	1		Rejected!	
OOCYTE DEVELOPMENT%GOBP%GO:0048599	22	15		
NEGATIVE REGULATION OF OXIDATIVE STRESS-INDUCED INTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:1902176	18	15		
POSITIVE REGULATION OF ADAPTIVE IMMUNE RESPONSE BASED ON SOMATIC RECOMBINATION OF IMMUNE RECEPTORS BUILT FROM IMMUNOGLOBULIN SUPERFAMILY DOMAINS%GOBP%GO:0002824	79	53		
NEGATIVE REGULATION OF ORGANELLE ORGANIZATION%GOBP%GO:0010639	278		Rejected!	
FOREBRAIN ASTROCYTE DIFFERENTIATION%GOBP%GO:0021896	1		Rejected!	
REGULATION OF PROGRAMMED NECROTIC CELL DEATH%GOBP%GO:0062098	19	17		
REGULATION OF OSTEOBLAST PROLIFERATION%GOBP%GO:0033688	17		Rejected!	
NEUROTRANSMITTER RECEPTOR TRANSPORT, ENDOSOME TO POSTSYNAPTIC MEMBRANE%GOBP%GO:0098887	6		Rejected!	
POSITIVE REGULATION OF VERY-LOW-DENSITY LIPOPROTEIN PARTICLE REMODELING%GOBP%GO:0010902	2		Rejected!	
NEGATIVE REGULATION OF LYMPHOCYTE MEDIATED IMMUNITY%GOBP%GO:0002707	40	19		
SENSORY PERCEPTION OF PAIN%GOBP%GO:0019233	27		Rejected!	
RIBONUCLEOPROTEIN COMPLEX SUBUNIT ORGANIZATION%GOBP%GO:0071826	202	189		
NEGATIVE REGULATION OF APOPTOTIC CELL CLEARANCE%GOBP%GO:2000426	2		Rejected!	
HEPARIN BIOSYNTHETIC PROCESS%GOBP%GO:0030210	4		Rejected!	
ORGANELLE FISSION%GOBP%GO:0048285	293		Rejected!	
SENSORY PROCESSING%GOBP%GO:0050893	4		Rejected!	
POSITIVE REGULATION OF NEUTROPHIL APOPTOTIC PROCESS%GOBP%GO:0033031	4		Rejected!	
CELLULAR RESPONSE TO L-GLUTAMATE%GOBP%GO:1905232	1		Rejected!	
LONG-TERM SYNAPTIC DEPRESSION%GOBP%GO:0060292	7		Rejected!	
REGULATION OF ACTIN POLYMERIZATION OR DEPOLYMERIZATION%GOBP%GO:0008064	114	91		
PROTEIN LOCALIZATION TO CYTOSKELETON%GOBP%GO:0044380	34	33		
RESPONSE TO GLUCOSE%GOBP%GO:0009749	57	38		
PRODUCTION OF SIRNA INVOLVED IN POST-TRANSCRIPTIONAL GENE SILENCING BY RNA%GOBP%GO:0030422	8		Rejected!	
REGULATION OF TRANSFERASE ACTIVITY%GOBP%GO:0051338	718		Rejected!	
POSITIVE REGULATION OF INOSITOL 1,4,5-TRISPHOSPHATE-SENSITIVE CALCIUM-RELEASE CHANNEL ACTIVITY%GOBP%GO:0031587	4		Rejected!	
INTRACILIARY ANTEROGRADE TRANSPORT%GOBP%GO:0035720	17	17		
EXTRACELLULAR REGULATION OF SIGNAL TRANSDUCTION%GOBP%GO:1900115	12		Rejected!	
INTERCELLULAR TRANSPORT%GOBP%GO:0010496	9		Rejected!	
'DE NOVO' AMP BIOSYNTHETIC PROCESS%GOBP%GO:0044208	7		Rejected!	
REGULATION OF WNT SIGNALING PATHWAY INVOLVED IN DORSAL/VENTRAL AXIS SPECIFICATION%GOBP%GO:2000053	1		Rejected!	
POSITIVE REGULATION OF RECEPTOR CATABOLIC PROCESS%GOBP%GO:2000646	7		Rejected!	
POSITIVE REGULATION OF PROTEIN LOCALIZATION TO PHAGOCYTIC VESICLE%GOBP%GO:1905171	1		Rejected!	
POSITIVE REGULATION OF UROTHELIAL CELL PROLIFERATION%GOBP%GO:0050677	1		Rejected!	
NEGATIVE REGULATION OF POST-TRANSCRIPTIONAL GENE SILENCING BY RNA%GOBP%GO:1900369	12		Rejected!	
REGULATION OF NEURON APOPTOTIC PROCESS%GOBP%GO:0043523	110	81		
RESPONSE TO TRICHOSTATIN A%GOBP%GO:0035983	1		Rejected!	
POSITIVE REGULATION OF POLYSOME BINDING%GOBP%GO:1905698	1		Rejected!	
D-ALANINE TRANSPORT%GOBP%GO:0042941	1		Rejected!	
LYSINE BIOSYNTHETIC PROCESS%GOBP%GO:0009085	2		Rejected!	
RETROGRADE AXONAL TRANSPORT OF MITOCHONDRION%GOBP%GO:0098958	1		Rejected!	
NEGATIVE REGULATION OF CILIUM MOVEMENT%GOBP%GO:0003354	2		Rejected!	
GOLGI VESICLE FUSION TO TARGET MEMBRANE%GOBP%GO:0048210	4		Rejected!	
THYMIDINE METABOLIC PROCESS%GOBP%GO:0046104	4		Rejected!	
REGULATION OF MICROTUBULE POLYMERIZATION OR DEPOLYMERIZATION%GOBP%GO:0031110	78	67		
DOUBLE-STRAND BREAK REPAIR VIA HOMOLOGOUS RECOMBINATION%GOBP%GO:0000724	109	102		
ENTERIC SMOOTH MUSCLE CELL DIFFERENTIATION%GOBP%GO:0035645	1		Rejected!	
NEGATIVE REGULATION OF LIPOPROTEIN LIPASE ACTIVITY%GOBP%GO:0051005	6		Rejected!	
REGULATION OF PROTEIN TARGETING TO MITOCHONDRION%GOBP%GO:1903214	41	37		
REGULATION OF ACTIN CYTOSKELETON REORGANIZATION%GOBP%GO:2000249	40	27		
TRNA 5'-LEADER REMOVAL%GOBP%GO:0001682	13		Rejected!	
REGULATION OF CELLULAR AMINO ACID BIOSYNTHETIC PROCESS%GOBP%GO:2000282	3		Rejected!	
SMOOTH MUSCLE HYPERPLASIA%GOBP%GO:0014806	2		Rejected!	
NEGATIVE REGULATION OF DNA METHYLATION%GOBP%GO:1905642	2		Rejected!	
FACE MORPHOGENESIS%GOBP%GO:0060325	14		Rejected!	
POSITIVE REGULATION OF INTERLEUKIN-10 PRODUCTION%GOBP%GO:0032733	32	18		
CATECHOLAMINE BIOSYNTHETIC PROCESS%GOBP%GO:0042423	13		Rejected!	
FUCOSE TRANSMEMBRANE TRANSPORT%GOBP%GO:0015756	2		Rejected!	
POSITIVE REGULATION OF ASPARTATE SECRETION%GOBP%GO:1904450	1		Rejected!	
CELLULAR RESPONSE TO NITROGEN LEVELS%GOBP%GO:0043562	12		Rejected!	
FAS SIGNALING PATHWAY%GOBP%GO:0036337	2		Rejected!	
NEGATIVE REGULATION OF CYTOKINE-MEDIATED SIGNALING PATHWAY%GOBP%GO:0001960	60	44		
NEGATIVE REGULATION OF CENTROSOME DUPLICATION%GOBP%GO:0010826	11		Rejected!	
POSITIVE REGULATION OF PROTEIN PROCESSING%GOBP%GO:0010954	22		Rejected!	
MODULATION BY VIRUS OF HOST PROCESS%GOBP%GO:0019048	2		Rejected!	
L-SERINE BIOSYNTHETIC PROCESS%GOBP%GO:0006564	5		Rejected!	
POSITIVE REGULATION OF COLD-INDUCED THERMOGENESIS%GOBP%GO:0120162	97	62		
OLIGOPEPTIDE TRANSPORT%GOBP%GO:0006857	11		Rejected!	
HISTONE H3-K9 DEMETHYLATION%GOBP%GO:0033169	12		Rejected!	
AMINO ACID IMPORT ACROSS PLASMA MEMBRANE%GOBP%GO:0089718	25	15		
NEUROMAST HAIR CELL DIFFERENTIATION%GOBP%GO:0048886	2		Rejected!	
ZYMOGEN ACTIVATION%GOBP%GO:0031638	49	28		
NEGATIVE REGULATION OF EXOCYTOSIS%GOBP%GO:0045920	28	17		
POSITIVE REGULATION OF B CELL RECEPTOR SIGNALING PATHWAY%GOBP%GO:0050861	7		Rejected!	
POSITIVE REGULATION OF CHOLESTEROL TRANSPORT%GOBP%GO:0032376	35	24		
NEGATIVE REGULATION OF GLOMERULAR FILTRATION%GOBP%GO:0003105	2		Rejected!	
NITRIC OXIDE MEDIATED SIGNAL TRANSDUCTION%GOBP%GO:0007263	18		Rejected!	
MITRAL VALVE FORMATION%GOBP%GO:0003192	3		Rejected!	
REGULATION OF STEM CELL POPULATION MAINTENANCE%GOBP%GO:2000036	58	54		
MITOCHONDRIAL MRNA 3'-END PROCESSING%GOBP%GO:0090616	1		Rejected!	
CELLULAR RESPONSE TO LIPOPOLYSACCHARIDE%GOBP%GO:0071222	122	79		
POSITIVE REGULATION OF PROTEIN LOCALIZATION TO CILIARY MEMBRANE%GOBP%GO:1903569	1		Rejected!	
URETERIC BUD MORPHOGENESIS%GOBP%GO:0060675	21	16		
CELL MIGRATION TO THE MIDLINE INVOLVED IN HEART DEVELOPMENT%GOBP%GO:0003318	1		Rejected!	
TWITCH SKELETAL MUSCLE CONTRACTION%GOBP%GO:0014721	2		Rejected!	
NEGATIVE REGULATION OF GLUCOCORTICOID BIOSYNTHETIC PROCESS%GOBP%GO:0031947	4		Rejected!	
NEGATIVE REGULATION OF HH TARGET TRANSCRIPTION FACTOR ACTIVITY%GOBP%GO:1990787	4		Rejected!	
BLOOD VESSEL ENDOTHELIAL CELL DELAMINATION%GOBP%GO:0097497	1		Rejected!	
G1/S TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:0000082	69	62		
EMBRYONIC LIVER DEVELOPMENT%GOBP%GO:1990402	1		Rejected!	
XANTHINE METABOLIC PROCESS%GOBP%GO:0046110	1		Rejected!	
POSITIVE REGULATION OF TAU-PROTEIN KINASE ACTIVITY%GOBP%GO:1902949	6		Rejected!	
DNA RECOMBINASE ASSEMBLY%GOBP%GO:0000730	3		Rejected!	
MITOCHONDRIAL SERYL-TRNA AMINOACYLATION%GOBP%GO:0070158	1		Rejected!	
CELLULAR PHOSPHATE ION HOMEOSTASIS%GOBP%GO:0030643	6		Rejected!	
NEGATIVE REGULATION OF LAMELLIPODIUM MORPHOGENESIS%GOBP%GO:2000393	2		Rejected!	
NUCLEAR POLYADENYLATION-DEPENDENT ANTISENSE TRANSCRIPT CATABOLIC PROCESS%GOBP%GO:0071040	1		Rejected!	
NEGATIVE REGULATION OF INTRACELLULAR ESTROGEN RECEPTOR SIGNALING PATHWAY%GOBP%GO:0033147	12		Rejected!	
PROGESTERONE METABOLIC PROCESS%GOBP%GO:0042448	9		Rejected!	
SPHINGOSINE BIOSYNTHETIC PROCESS%GOBP%GO:0046512	15		Rejected!	
RESPONSE TO CYTOCHALASIN B%GOBP%GO:1901328	1		Rejected!	
ENDOCRINE HORMONE SECRETION%GOBP%GO:0060986	6		Rejected!	
PROTEIN TARGETING TO MEMBRANE%GOBP%GO:0006612	83	70		
REGULATION OF OPIOID RECEPTOR SIGNALING PATHWAY%GOBP%GO:2000474	2		Rejected!	
LOCALIZATION%GOBP%GO:0051179	4141		Rejected!	
POLAR BODY EXTRUSION AFTER MEIOTIC DIVISIONS%GOBP%GO:0040038	3		Rejected!	
REGULATION OF MYOBLAST PROLIFERATION%GOBP%GO:2000291	8		Rejected!	
REGULATION OF CELL DEVELOPMENT%GOBP%GO:0060284	316		Rejected!	
REGULATION OF WOUND HEALING, SPREADING OF EPIDERMAL CELLS%GOBP%GO:1903689	8		Rejected!	
VESTIBULAR RECEPTOR CELL MORPHOGENESIS%GOBP%GO:0060116	1		Rejected!	
REGULATION OF PHOSPHATIDYLCHOLINE METABOLIC PROCESS%GOBP%GO:0150172	6		Rejected!	
POSITIVE REGULATION OF COLLATERAL SPROUTING%GOBP%GO:0048672	3		Rejected!	
VENTRICULAR SEPTUM MORPHOGENESIS%GOBP%GO:0060412	29	21		
PROTEIN O-LINKED GLYCOSYLATION VIA THREONINE%GOBP%GO:0018243	9		Rejected!	
LYSINE CATABOLIC PROCESS%GOBP%GO:0006554	5		Rejected!	
ONCOSIS%GOBP%GO:0070267	1		Rejected!	
REGULATION OF FUSION OF SPERM TO EGG PLASMA MEMBRANE%GOBP%GO:0043012	1		Rejected!	
CARDIAC SEPTUM MORPHOGENESIS%GOBP%GO:0060411	48	31		
POSITIVE REGULATION OF NAD(P)H OXIDASE ACTIVITY%GOBP%GO:0033864	4		Rejected!	
MHC CLASS II PROTEIN COMPLEX ASSEMBLY%GOBP%GO:0002399	16		Rejected!	
MITOCHONDRIAL ADP TRANSMEMBRANE TRANSPORT%GOBP%GO:0140021	3		Rejected!	
GLUTAMINE CATABOLIC PROCESS%GOBP%GO:0006543	3		Rejected!	
SENSORY PERCEPTION OF UMAMI TASTE%GOBP%GO:0050917	3		Rejected!	
DNA CATABOLIC PROCESS, ENDONUCLEOLYTIC%GOBP%GO:0000737	17		Rejected!	
GLOMERULAR CAPILLARY FORMATION%GOBP%GO:0072104	4		Rejected!	
MAINTENANCE OF PROTEIN LOCALIZATION IN ORGANELLE%GOBP%GO:0072595	35	34		
POSITIVE REGULATION OF ALCOHOL BIOSYNTHETIC PROCESS%GOBP%GO:1902932	15		Rejected!	
MYELINATION IN PERIPHERAL NERVOUS SYSTEM%GOBP%GO:0022011	13		Rejected!	
METANEPHRIC RENAL VESICLE MORPHOGENESIS%GOBP%GO:0072283	6		Rejected!	
MAINTENANCE OF SISTER CHROMATID COHESION%GOBP%GO:0034086	4		Rejected!	
NEGATIVE REGULATION OF NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING 2 SIGNALING PATHWAY%GOBP%GO:0070433	2		Rejected!	
INTRACELLULAR STEROID HORMONE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0030518	46	34		
DADP BIOSYNTHETIC PROCESS%GOBP%GO:0006173	1		Rejected!	
POSITIVE REGULATION OF INTERLEUKIN-33 PRODUCTION%GOBP%GO:0150129	1		Rejected!	
REGULATION OF SEROTONIN SECRETION%GOBP%GO:0014062	4		Rejected!	
EMBRYONIC NEUROCRANIUM MORPHOGENESIS%GOBP%GO:0048702	3		Rejected!	
PRODUCTION OF MOLECULAR MEDIATOR INVOLVED IN INFLAMMATORY RESPONSE%GOBP%GO:0002532	4		Rejected!	
NEGATIVE REGULATION OF PEPTIDASE ACTIVITY%GOBP%GO:0010466	129	81		
REGULATION OF TRANSCRIPTION REGULATORY REGION DNA BINDING%GOBP%GO:2000677	42	29		
ALDOSTERONE BIOSYNTHETIC PROCESS%GOBP%GO:0032342	3		Rejected!	
FRUCTOSAMINE CATABOLIC PROCESS%GOBP%GO:0030392	1		Rejected!	
PHOSPHATE ION TRANSPORT%GOBP%GO:0006817	18		Rejected!	
TRNA MODIFICATION%GOBP%GO:0006400	87	85		
PHOSPHOLIPASE C-ACTIVATING G PROTEIN-COUPLED ACETYLCHOLINE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0007207	3		Rejected!	
POSITIVE REGULATION OF PROTEIN LOCALIZATION TO NUCLEUS%GOBP%GO:1900182	66	59		
NEGATIVE REGULATION OF NUCLEOBASE-CONTAINING COMPOUND TRANSPORT%GOBP%GO:0032240	3		Rejected!	
CARDIAC EPITHELIAL TO MESENCHYMAL TRANSITION%GOBP%GO:0060317	21	17		
MAINTENANCE OF ER LOCATION%GOBP%GO:0051685	1		Rejected!	
CELLULAR STRESS RESPONSE TO ACIDIC PH%GOBP%GO:1990451	1		Rejected!	
REGULATION OF CELL PROLIFERATION INVOLVED IN HEART MORPHOGENESIS%GOBP%GO:2000136	11		Rejected!	
REGULATION OF DNA LIGATION%GOBP%GO:0051105	6		Rejected!	
REGULATION OF PROTEIN FOLDING%GOBP%GO:1903332	8		Rejected!	
REGULATION OF CELL MIGRATION INVOLVED IN SPROUTING ANGIOGENESIS%GOBP%GO:0090049	32	25		
MITOCHONDRIAL ATP TRANSMEMBRANE TRANSPORT%GOBP%GO:1990544	5		Rejected!	
POSITIVE REGULATION OF IRON-SULFUR CLUSTER ASSEMBLY%GOBP%GO:1903331	1		Rejected!	
REGULATORY T CELL DIFFERENTIATION%GOBP%GO:0045066	3		Rejected!	
POSITIVE REGULATION OF ERK1 AND ERK2 CASCADE VIA TNFSF11-MEDIATED SIGNALING%GOBP%GO:0071848	2		Rejected!	
REGULATION OF CYTOPLASMIC TRANSLATION%GOBP%GO:2000765	28	25		
EXTRACELLULAR STRUCTURE ORGANIZATION%GOBP%GO:0043062	199	113		
NEGATIVE REGULATION OF POSTSYNAPTIC DENSITY ORGANIZATION%GOBP%GO:1905875	1		Rejected!	
REGULATION OF INTRACELLULAR TRANSPORT OF VIRAL MATERIAL%GOBP%GO:1901252	3		Rejected!	
CELLULAR RESPONSE TO CISPLATIN%GOBP%GO:0072719	2		Rejected!	
NEUROTRANSMITTER CATABOLIC PROCESS%GOBP%GO:0042135	6		Rejected!	
ANATOMICAL STRUCTURE DEVELOPMENT%GOBP%GO:0048856	3368		Rejected!	
PYRIMIDINE NUCLEOSIDE MONOPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009130	7		Rejected!	
REGULATION OF NUCLEAR CELL CYCLE DNA REPLICATION%GOBP%GO:0033262	10		Rejected!	
PYRIMIDINE RIBONUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0009220	9		Rejected!	
REGULATION OF PROTEIN LOCALIZATION TO CHROMATIN%GOBP%GO:1905634	11		Rejected!	
METANEPHRIC GLOMERULAR EPITHELIAL CELL DEVELOPMENT%GOBP%GO:0072313	1		Rejected!	
REGULATION OF T CELL MEDIATED CYTOTOXICITY DIRECTED AGAINST TUMOR CELL TARGET%GOBP%GO:0002852	2		Rejected!	
SUPPRESSION BY VIRUS OF HOST APOPTOTIC PROCESS%GOBP%GO:0019050	1		Rejected!	
MITOCHONDRIAL RNA SURVEILLANCE%GOBP%GO:2000827	1		Rejected!	
MRNA SPLICE SITE SELECTION%GOBP%GO:0006376	30	26		
LEUKEMIA INHIBITORY FACTOR SIGNALING PATHWAY%GOBP%GO:0048861	3		Rejected!	
REGULATION OF WNT SIGNALING PATHWAY INVOLVED IN DIGESTIVE TRACT MORPHOGENESIS%GOBP%GO:2000056	1		Rejected!	
GUANINE BIOSYNTHETIC PROCESS%GOBP%GO:0046099	2		Rejected!	
NEGATIVE REGULATION OF ESTABLISHMENT OF T CELL POLARITY%GOBP%GO:1903904	1		Rejected!	
NEGATIVE REGULATION OF AUTOPHAGOSOME ASSEMBLY%GOBP%GO:1902902	13		Rejected!	
REGULATION OF TRANSPOSON INTEGRATION%GOBP%GO:0070894	2		Rejected!	
MICROTUBULE ANCHORING AT CENTROSOME%GOBP%GO:0034454	11		Rejected!	
SODIUM ION TRANSPORT%GOBP%GO:0006814	112	49		
POSITIVE REGULATION OF MESENCHYMAL TO EPITHELIAL TRANSITION INVOLVED IN METANEPHROS MORPHOGENESIS%GOBP%GO:0072108	3		Rejected!	
POSITIVE REGULATION OF SPERMIDINE BIOSYNTHETIC PROCESS%GOBP%GO:1901307	1		Rejected!	
BUTYRYL-COA CATABOLIC PROCESS%GOBP%GO:0044580	3		Rejected!	
MESENCHYMAL CELL DIFFERENTIATION INVOLVED IN KIDNEY DEVELOPMENT%GOBP%GO:0072161	6		Rejected!	
NEGATIVE REGULATION OF LYMPHOCYTE APOPTOTIC PROCESS%GOBP%GO:0070229	15		Rejected!	
PRESYNAPTIC ACTIVE ZONE ORGANIZATION%GOBP%GO:1990709	6		Rejected!	
LIPID TRANSLOCATION%GOBP%GO:0034204	42	31		
DETECTION OF FUNGUS%GOBP%GO:0016046	3		Rejected!	
DIOL BIOSYNTHETIC PROCESS%GOBP%GO:0034312	19	18		
TRNA PROCESSING%GOBP%GO:0008033	118	116		
REGULATION OF CELL MIGRATION INVOLVED IN SOMITOGENIC AXIS ELONGATION%GOBP%GO:0090249	1		Rejected!	
CARDIAC MUSCLE CONTRACTION%GOBP%GO:0060048	63	28		
'DE NOVO' GDP-L-FUCOSE BIOSYNTHETIC PROCESS%GOBP%GO:0042351	2		Rejected!	
BLOOD VESSEL ENDOTHELIAL CELL FATE SPECIFICATION%GOBP%GO:0097101	3		Rejected!	
REGULATION OF PHENOTYPIC SWITCHING%GOBP%GO:1900239	2		Rejected!	
DOPAMINE BIOSYNTHETIC PROCESS%GOBP%GO:0042416	5		Rejected!	
POSITIVE REGULATION OF MEMORY T CELL ACTIVATION%GOBP%GO:2000568	2		Rejected!	
GOLGI APPARATUS MANNOSE TRIMMING%GOBP%GO:1904381	3		Rejected!	
POSITIVE REGULATION OF NATURAL KILLER CELL DEGRANULATION%GOBP%GO:0043323	4		Rejected!	
LOW-DENSITY LIPOPROTEIN PARTICLE MEDIATED SIGNALING%GOBP%GO:0055096	2		Rejected!	
PYRIMIDINE NUCLEOTIDE-SUGAR TRANSMEMBRANE TRANSPORT%GOBP%GO:0090481	6		Rejected!	
PURINE RIBONUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009205	92	89		
CALCIUM-MEDIATED SIGNALING USING EXTRACELLULAR CALCIUM SOURCE%GOBP%GO:0035585	4		Rejected!	
SPINDLE MIDZONE ASSEMBLY%GOBP%GO:0051255	12		Rejected!	
L-HISTIDINE IMPORT ACROSS PLASMA MEMBRANE%GOBP%GO:1903810	1		Rejected!	
POSITIVE REGULATION OF STEROL TRANSPORT%GOBP%GO:0032373	35	24		
POSITIVE REGULATION OF TRANSCRIPTION OF NOTCH RECEPTOR TARGET%GOBP%GO:0007221	6		Rejected!	
ENDODERM FORMATION%GOBP%GO:0001706	44	31		
LIPID MODIFICATION%GOBP%GO:0030258	148	112		
CHROMATIN LOOPING%GOBP%GO:0140588	1		Rejected!	
GAMMA-AMINOBUTYRIC ACID BIOSYNTHETIC PROCESS%GOBP%GO:0009449	2		Rejected!	
NEGATIVE REGULATION OF SMOOTH MUSCLE CELL MIGRATION%GOBP%GO:0014912	14		Rejected!	
POSITIVE REGULATION OF CORTICOTROPIN SECRETION%GOBP%GO:0051461	3		Rejected!	
NEGATIVE REGULATION OF HISTONE H4-K16 ACETYLATION%GOBP%GO:2000619	2		Rejected!	
DENDRITIC TRANSPORT%GOBP%GO:0098935	5		Rejected!	
REGULATION OF INOSITOL PHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0010919	11		Rejected!	
REGULATION OF CELLULAR RESPONSE TO VERY-LOW-DENSITY LIPOPROTEIN PARTICLE STIMULUS%GOBP%GO:1905890	1		Rejected!	
POSITIVE REGULATION OF HORMONE SECRETION%GOBP%GO:0046887	79	38		
ALDITOL BIOSYNTHETIC PROCESS%GOBP%GO:0019401	4		Rejected!	
POSITIVE REGULATION OF MONOCYTE CHEMOTACTIC PROTEIN-1 PRODUCTION%GOBP%GO:0071639	9		Rejected!	
RESPONSE TO IONIZING RADIATION%GOBP%GO:0010212	92	90		
REGULATION OF GLYCOGEN CATABOLIC PROCESS%GOBP%GO:0005981	3		Rejected!	
